"ts","country","category","visits","unique_visitors","avg_unit_price","sales"
"2022-01-01T00:08:00.000000Z","FR","KITCHEN",4643,1970,26.32,11064.66172926007
"2022-01-01T00:08:00.000000Z","FR","BATHROOM",4903,1876,23.67,11503.616807438282
"2022-01-01T00:09:00.000000Z","FR","WOMEN",5219,2699,57.45,20371.763020111164
"2022-01-01T00:09:00.000000Z","FR","MEN",5591,2234,46.34,18684.28159828561
"2022-01-01T00:09:00.000000Z","FR","KIDS",5555,2369,49.75,29954.46473683162
"2022-01-01T00:09:00.000000Z","FR","HOME",5219,2789,67.53,57616.576259082285
"2022-01-01T00:09:00.000000Z","FR","KITCHEN",4847,2684,26.32,13028.395536137326
"2022-01-01T00:09:00.000000Z","FR","BATHROOM",4907,3014,23.67,11929.675912586867
"2022-01-01T00:10:00.000000Z","FR","WOMEN",5359,2540,57.45,28437.738210365857
"2022-01-01T00:10:00.000000Z","FR","MEN",5451,2392,46.34,9664.666393250938
"2022-01-01T00:10:00.000000Z","FR","KIDS",6243,2524,49.75,13002.654609397568
"2022-01-01T00:10:00.000000Z","FR","HOME",5609,2557,67.53,22764.01591256101
"2022-01-01T00:10:00.000000Z","FR","KITCHEN",5847,2821,26.32,11673.441560458818
"2022-01-01T00:10:00.000000Z","FR","BATHROOM",6177,3365,23.67,6217.633022311929
"2022-01-01T00:11:00.000000Z","FR","WOMEN",6220,3869,57.45,14984.101607129061
"2022-01-01T00:11:00.000000Z","FR","MEN",5817,4229,46.34,5505.189283844242
"2022-01-01T00:11:00.000000Z","FR","KIDS",6681,3779,49.75,15044.39257738264
"2022-01-01T00:11:00.000000Z","FR","HOME",6811,4157,67.53,15169.931715444018
"2022-01-01T00:11:00.000000Z","FR","KITCHEN",5990,2789,26.32,5306.10938206648
"2022-01-01T00:11:00.000000Z","FR","BATHROOM",6811,2483,23.67,8819.437648657089
"2022-01-01T00:12:00.000000Z","FR","WOMEN",6411,3860,57.45,17879.578647054535
"2022-01-01T00:12:00.000000Z","FR","MEN",7175,2749,46.34,4256.094835561738
"2022-01-01T00:12:00.000000Z","FR","KIDS",6333,4445,49.75,13533.235913749708
"2022-01-01T00:12:00.000000Z","FR","HOME",6832,3665,67.53,25072.523882069934
"2022-01-01T00:12:00.000000Z","FR","KITCHEN",6255,2827,26.32,13426.350625640294
"2022-01-01T00:12:00.000000Z","FR","BATHROOM",7441,2710,23.67,3170.949713901392
"2022-01-01T00:13:00.000000Z","FR","WOMEN",7559,3569,57.45,24322.015666637642
"2022-01-01T00:13:00.000000Z","FR","MEN",7979,4388,46.34,22304.353821591212
"2022-01-01T00:13:00.000000Z","FR","KIDS",7996,4157,49.75,14626.490177632995
"2022-01-01T00:13:00.000000Z","FR","HOME",6988,2729,67.53,30418.868072318277
"2022-01-01T00:13:00.000000Z","FR","KITCHEN",7223,4367,26.32,12021.65192690278
"2022-01-01T00:13:00.000000Z","FR","BATHROOM",7055,3947,23.67,4920.989695327025
"2022-01-01T00:14:00.000000Z","FR","WOMEN",7811,4567,57.45,10754.63170916935
"2022-01-01T00:14:00.000000Z","FR","MEN",7487,3869,46.34,14075.764148882085
"2022-01-01T00:14:00.000000Z","FR","KIDS",8423,5264,49.75,30446.97652818497
"2022-01-01T00:14:00.000000Z","FR","HOME",7649,3239,67.53,35554.51759074116
"2022-01-01T00:14:00.000000Z","FR","KITCHEN",8297,4207,26.32,15634.067947573358
"2022-01-01T00:14:00.000000Z","FR","BATHROOM",7685,3532,23.67,13122.637883654661
"2022-01-01T00:15:00.000000Z","FR","WOMEN",7756,3503,57.45,22501.996263005505
"2022-01-01T00:15:00.000000Z","FR","MEN",8966,4343,46.34,9564.567610707953
"2022-01-01T00:15:00.000000Z","FR","KIDS",8543,4127,49.75,56834.35014934484
"2022-01-01T00:15:00.000000Z","FR","HOME",8524,4319,67.53,36368.924900018224
"2022-01-01T00:15:00.000000Z","FR","KITCHEN",8543,4967,26.32,19101.986445228693
"2022-01-01T00:15:00.000000Z","FR","BATHROOM",7718,4367,23.67,2999.459769108044
"2022-01-01T00:16:00.000000Z","FR","WOMEN",9465,5966,57.45,7119.771450084257
"2022-01-01T00:16:00.000000Z","FR","MEN",9649,5864,46.34,47975.75449496009
"2022-01-01T00:16:00.000000Z","FR","KIDS",8159,3620,49.75,20500.959700185664
"2022-01-01T00:16:00.000000Z","FR","HOME",8588,5354,67.53,43394.73503103283
"2022-01-01T00:16:00.000000Z","FR","KITCHEN",8343,5099,26.32,10389.546512390623
"2022-01-01T00:16:00.000000Z","FR","BATHROOM",9689,5456,23.67,19882.070213002913
"2022-01-01T00:17:00.000000Z","FR","WOMEN",9935,3806,57.45,42439.4168876817
"2022-01-01T00:17:00.000000Z","FR","MEN",9071,4022,46.34,6193.334124732855
"2022-01-01T00:17:00.000000Z","FR","KIDS",9503,5993,49.75,40619.83490761345
"2022-01-01T00:17:00.000000Z","FR","HOME",8639,3941,67.53,58199.9905917494
"2022-01-01T00:17:00.000000Z","FR","KITCHEN",8963,6236,26.32,3894.302876904865
"2022-01-01T00:17:00.000000Z","FR","BATHROOM",10346,4616,23.67,20706.49301356519
"2022-01-01T00:18:00.000000Z","FR","WOMEN",10328,4046,57.45,69749.9587277268
"2022-01-01T00:18:00.000000Z","FR","MEN",9325,4388,46.34,24247.838408353004
"2022-01-01T00:18:00.000000Z","FR","KIDS",9553,6298,49.75,40324.31512369333
"2022-01-01T00:18:00.000000Z","FR","HOME",10009,5528,67.53,66822.20294900701
"2022-01-01T00:18:00.000000Z","FR","KITCHEN",9416,4018,26.32,24573.90080505321
"2022-01-01T00:18:00.000000Z","FR","BATHROOM",10031,4189,23.67,12203.408455857903
"2022-01-01T00:19:00.000000Z","FR","WOMEN",9935,7199,57.45,59977.71780033616
"2022-01-01T00:19:00.000000Z","FR","MEN",11447,5729,46.34,52549.487980750084
"2022-01-01T00:19:00.000000Z","FR","KIDS",10511,4859,49.75,14596.62999526953
"2022-01-01T00:19:00.000000Z","FR","HOME",11231,3929,67.53,56887.19403590936
"2022-01-01T00:19:00.000000Z","FR","KITCHEN",11375,5879,26.32,15634.058573470174
"2022-01-01T00:19:00.000000Z","FR","BATHROOM",11447,4559,23.67,8180.340788815453
"2022-01-01T00:20:00.000000Z","FR","WOMEN",11667,5606,57.45,28665.208687441198
"2022-01-01T00:20:00.000000Z","FR","MEN",11617,7181,46.34,41338.92473770894
"2022-01-01T00:20:00.000000Z","FR","KIDS",10609,4945,49.75,22691.935712937568
"2022-01-01T00:20:00.000000Z","FR","HOME",11390,6016,67.53,25653.93293741882
"2022-01-01T00:20:00.000000Z","FR","KITCHEN",11516,4157,26.32,4501.897597722488
"2022-01-01T00:20:00.000000Z","FR","BATHROOM",11617,5638,23.67,30569.75880970394
"2022-01-01T00:21:00.000000Z","FR","WOMEN",11563,5807,57.45,45727.82616912033
"2022-01-01T00:21:00.000000Z","FR","MEN",11695,4817,46.34,63860.12130016659
"2022-01-01T00:21:00.000000Z","FR","KIDS",11272,4652,49.75,57034.30041948887
"2022-01-01T00:21:00.000000Z","FR","HOME",10691,5675,67.53,92660.460540296
"2022-01-01T00:21:00.000000Z","FR","KITCHEN",12460,4421,26.32,6670.529738198461
"2022-01-01T00:21:00.000000Z","FR","BATHROOM",12328,5378,23.67,6592.557467500603
"2022-01-01T00:22:00.000000Z","FR","WOMEN",12005,4898,57.45,48757.72662705464
"2022-01-01T00:22:00.000000Z","FR","MEN",13220,8141,46.34,23789.059282541875
"2022-01-01T00:22:00.000000Z","FR","KIDS",12916,5174,49.75,16408.5152597122
"2022-01-01T00:22:00.000000Z","FR","HOME",11867,8141,67.53,49950.49986516376
"2022-01-01T00:22:00.000000Z","FR","KITCHEN",11205,6899,26.32,30728.01790574115
"2022-01-01T00:22:00.000000Z","FR","BATHROOM",13109,5347,23.67,17148.8839178006
"2022-01-01T00:23:00.000000Z","FR","WOMEN",13247,4715,57.45,45293.49061214423
"2022-01-01T00:23:00.000000Z","FR","MEN",12153,8459,46.34,57253.88380800405
"2022-01-01T00:23:00.000000Z","FR","KIDS",11951,7955,49.75,35999.028955000715
"2022-01-01T00:23:00.000000Z","FR","HOME",13305,7523,67.53,13614.02113238302
"2022-01-01T00:23:00.000000Z","FR","KITCHEN",11923,6803,26.32,11597.62191179817
"2022-01-01T00:23:00.000000Z","FR","BATHROOM",13622,8495,23.67,21729.017117232037
"2022-01-01T00:24:00.000000Z","FR","WOMEN",12479,6149,57.45,19001.546809853422
"2022-01-01T00:24:00.000000Z","FR","MEN",13289,5624,46.34,22660.211475143806
"2022-01-01T00:24:00.000000Z","FR","KIDS",12629,7687,49.75,37163.170418328744
"2022-01-01T00:24:00.000000Z","FR","HOME",12179,5962,67.53,24108.158374492465
"2022-01-01T00:24:00.000000Z","FR","KITCHEN",13979,6187,26.32,12909.93235451171
"2022-01-01T00:24:00.000000Z","FR","BATHROOM",12299,6562,23.67,18214.0259962602
"2022-01-01T00:25:00.000000Z","FR","WOMEN",14788,6473,57.45,33473.73946973888
"2022-01-01T00:25:00.000000Z","FR","MEN",13384,5381,46.34,21397.90883919545
"2022-01-01T00:25:00.000000Z","FR","KIDS",12916,6902,49.75,35972.151683037
"2022-01-01T00:25:00.000000Z","FR","HOME",13946,8774,67.53,71741.00463694474
"2022-01-01T00:25:00.000000Z","FR","KITCHEN",14632,6434,26.32,21063.3208141521
"2022-01-01T00:25:00.000000Z","FR","BATHROOM",14882,9125,23.67,17031.70905197684
"2022-01-01T00:26:00.000000Z","FR","WOMEN",13089,7694,57.45,85623.2661350193
"2022-01-01T00:26:00.000000Z","FR","MEN",14093,5548,46.34,12724.468817537112
"2022-01-01T00:26:00.000000Z","FR","KIDS",13672,9355,49.75,96230.18964164203
"2022-01-01T00:26:00.000000Z","FR","HOME",14353,5507,67.53,48135.263770444144
"2022-01-01T00:26:00.000000Z","FR","KITCHEN",14677,9436,26.32,19570.976716714566
"2022-01-01T00:26:00.000000Z","FR","BATHROOM",15098,6358,23.67,27762.000257636435
"2022-01-01T00:27:00.000000Z","FR","WOMEN",13742,6971,57.45,12812.464583306839
"2022-01-01T00:27:00.000000Z","FR","MEN",14649,6719,46.34,15881.602139025277
"2022-01-01T00:27:00.000000Z","FR","KIDS",15321,9785,49.75,29921.559625054968
"2022-01-01T00:27:00.000000Z","FR","HOME",15556,5963,67.53,67389.35657949511
"2022-01-01T00:27:00.000000Z","FR","KITCHEN",13809,9449,26.32,36700.50941551898
"2022-01-01T00:27:00.000000Z","FR","BATHROOM",14951,7433,23.67,42052.009040383
"2022-01-01T00:28:00.000000Z","FR","WOMEN",14789,7481,57.45,106760.17637210045
"2022-01-01T00:28:00.000000Z","FR","MEN",16181,9613,46.34,23866.88482791758
"2022-01-01T00:28:00.000000Z","FR","KIDS",15868,8830,49.75,88815.43407961505
"2022-01-01T00:28:00.000000Z","FR","HOME",15242,7046,67.53,82398.18032083867
"2022-01-01T00:28:00.000000Z","FR","KITCHEN",14198,6133,26.32,19509.38058400285
"2022-01-01T00:28:00.000000Z","FR","BATHROOM",15868,7960,23.67,36511.10649377628
"2022-01-01T00:29:00.000000Z","FR","WOMEN",14399,10664,57.45,16054.35299423193
"2022-01-01T00:29:00.000000Z","FR","MEN",15047,8459,46.34,10134.52674881654
"2022-01-01T00:29:00.000000Z","FR","KIDS",14579,6524,49.75,68841.35021838895
"2022-01-01T00:29:00.000000Z","FR","HOME",15083,8909,67.53,56887.096580946316
"2022-01-01T00:29:00.000000Z","FR","KITCHEN",15263,9854,26.32,8338.150288186234
"2022-01-01T00:29:00.000000Z","FR","BATHROOM",16451,6524,23.67,36854.07635547274
"2022-01-01T00:30:00.000000Z","FR","WOMEN",16777,8369,57.45,118076.59621657264
"2022-01-01T00:30:00.000000Z","FR","MEN",15400,10834,46.34,41113.639427689486
"2022-01-01T00:30:00.000000Z","FR","KIDS",15437,6974,49.75,36643.73934545007
"2022-01-01T00:30:00.000000Z","FR","HOME",17223,10741,67.53,80261.84192685026
"2022-01-01T00:30:00.000000Z","FR","KITCHEN",16851,10462,26.32,52871.44191350822
"2022-01-01T00:30:00.000000Z","FR","BATHROOM",17260,8834,23.67,18127.72816196265
"2022-01-01T00:31:00.000000Z","FR","WOMEN",17817,10943,57.45,100265.9842175609
"2022-01-01T00:31:00.000000Z","FR","MEN",17356,8687,46.34,33809.545379468495
"2022-01-01T00:31:00.000000Z","FR","KIDS",15897,9599,49.75,28799.17895830078
"2022-01-01T00:31:00.000000Z","FR","HOME",16703,10031,67.53,107356.1161418872
"2022-01-01T00:31:00.000000Z","FR","KITCHEN",18355,7391,26.32,10864.857880729185
"2022-01-01T00:31:00.000000Z","FR","BATHROOM",18278,6767,23.67,26586.05072304428
"2022-01-01T00:32:00.000000Z","FR","WOMEN",16552,6880,57.45,51415.26015939131
"2022-01-01T00:32:00.000000Z","FR","MEN",17740,7226,46.34,13625.29936128568
"2022-01-01T00:32:00.000000Z","FR","KIDS",16592,10394,49.75,56147.64050193471
"2022-01-01T00:32:00.000000Z","FR","HOME",17661,8810,67.53,56258.020140086235
"2022-01-01T00:32:00.000000Z","FR","KITCHEN",17582,7028,26.32,33300.4661493072
"2022-01-01T00:32:00.000000Z","FR","BATHROOM",18413,11681,23.67,45694.76450370359
"2022-01-01T00:33:00.000000Z","FR","WOMEN",17707,8771,57.45,50893.02992493076
"2022-01-01T00:33:00.000000Z","FR","MEN",17788,11117,46.34,69340.12096043334
"2022-01-01T00:33:00.000000Z","FR","KIDS",17135,8873,49.75,90960.05222907777
"2022-01-01T00:33:00.000000Z","FR","HOME",17013,7751,67.53,42568.04219820785
"2022-01-01T00:33:00.000000Z","FR","KITCHEN",16727,7037,26.32,26094.597445566305
"2022-01-01T00:33:00.000000Z","FR","BATHROOM",17788,12035,23.67,51183.805273239435
"2022-01-01T00:34:00.000000Z","FR","WOMEN",17429,9817,57.45,64062.22611978779
"2022-01-01T00:34:00.000000Z","FR","MEN",18143,7559,46.34,37952.30070764807
"2022-01-01T00:34:00.000000Z","FR","KIDS",18521,12599,49.75,14965.980935196745
"2022-01-01T00:34:00.000000Z","FR","HOME",19151,9922,67.53,95085.21741094263
"2022-01-01T00:34:00.000000Z","FR","KITCHEN",18479,11917,26.32,53889.97381448517
"2022-01-01T00:34:00.000000Z","FR","BATHROOM",17891,9029,23.67,11581.682389681451
"2022-01-01T00:35:00.000000Z","FR","WOMEN",17711,7181,57.45,102375.445408212
"2022-01-01T00:35:00.000000Z","FR","MEN",17971,10583,46.34,36434.19981620534
"2022-01-01T00:35:00.000000Z","FR","KIDS",17409,10529,49.75,21760.55337361829
"2022-01-01T00:35:00.000000Z","FR","HOME",18057,10043,67.53,175036.98275918176
"2022-01-01T00:35:00.000000Z","FR","KITCHEN",18575,9611,26.32,21361.743544508492
"2022-01-01T00:35:00.000000Z","FR","BATHROOM",20735,7019,23.67,9918.632756929112
"2022-01-01T00:36:00.000000Z","FR","WOMEN",19891,8768,57.45,32904.90765770308
"2022-01-01T00:36:00.000000Z","FR","MEN",20601,12265,46.34,36340.35264355758
"2022-01-01T00:36:00.000000Z","FR","KIDS",18203,7658,49.75,79023.02683810367
"2022-01-01T00:36:00.000000Z","FR","HOME",19979,9101,67.53,16190.916855605241
"2022-01-01T00:36:00.000000Z","FR","KITCHEN",18381,10933,26.32,26118.266290821346
"2022-01-01T00:36:00.000000Z","FR","BATHROOM",20956,10156,23.67,49394.32431317843
"2022-01-01T00:37:00.000000Z","FR","WOMEN",19562,8435,57.45,16405.915331307628
"2022-01-01T00:37:00.000000Z","FR","MEN",19243,11342,46.34,33175.568663012054
"2022-01-01T00:37:00.000000Z","FR","KIDS",18650,12083,49.75,91452.48503645409
"2022-01-01T00:37:00.000000Z","FR","HOME",19562,11342,67.53,63396.175045776756
"2022-01-01T00:37:00.000000Z","FR","KITCHEN",19881,11513,26.32,30424.716672923736
"2022-01-01T00:37:00.000000Z","FR","BATHROOM",18239,7409,23.67,22774.214523981907
"2022-01-01T00:38:00.000000Z","FR","WOMEN",20217,8599,57.45,80659.37965581934
"2022-01-01T00:38:00.000000Z","FR","MEN",19749,8423,46.34,14421.859642655612
"2022-01-01T00:38:00.000000Z","FR","KIDS",18860,10237,49.75,34225.83163724519
"2022-01-01T00:38:00.000000Z","FR","HOME",22417,7955,67.53,99552.2071987007
"2022-01-01T00:38:00.000000Z","FR","KITCHEN",19515,10880,26.32,37507.38373593181
"2022-01-01T00:38:00.000000Z","FR","BATHROOM",19936,10939,23.67,28081.468257667384
"2022-01-01T00:39:00.000000Z","FR","WOMEN",21599,7799,57.45,111682.18775548655
"2022-01-01T00:39:00.000000Z","FR","MEN",21407,9539,46.34,123449.08324907463
"2022-01-01T00:39:00.000000Z","FR","KIDS",20879,13859,49.75,64475.64654291217
"2022-01-01T00:39:00.000000Z","FR","HOME",22127,9599,67.53,160450.4004069395
"2022-01-01T00:39:00.000000Z","FR","KITCHEN",19439,12239,26.32,44217.35759935283
"2022-01-01T00:39:00.000000Z","FR","BATHROOM",21935,12239,23.67,8861.999418300167
"2022-01-01T00:40:00.000000Z","FR","WOMEN",23271,13468,57.45,20350.970787504844
"2022-01-01T00:40:00.000000Z","FR","MEN",19925,11438,46.34,102596.16909192498
"2022-01-01T00:40:00.000000Z","FR","KIDS",22582,12914,49.75,41029.33493937024
"2022-01-01T00:40:00.000000Z","FR","HOME",21106,12545,67.53,212304.99361813386
"2022-01-01T00:40:00.000000Z","FR","KITCHEN",21943,12607,26.32,58272.144378495155
"2022-01-01T00:40:00.000000Z","FR","BATHROOM",20417,8363,23.67,19651.90431381526
"2022-01-01T00:41:00.000000Z","FR","WOMEN",22528,8567,57.45,96418.9012505297
"2022-01-01T00:41:00.000000Z","FR","MEN",20210,9323,46.34,41513.90149272154
"2022-01-01T00:41:00.000000Z","FR","KIDS",21470,8504,49.75,37798.82654638912
"2022-01-01T00:41:00.000000Z","FR","HOME",24141,11717,67.53,104146.837743392
"2022-01-01T00:41:00.000000Z","FR","KITCHEN",21873,12284,26.32,81183.02293517184
"2022-01-01T00:41:00.000000Z","FR","BATHROOM",22427,12284,23.67,83387.95920868266
"2022-01-01T00:42:00.000000Z","FR","WOMEN",23942,15028,57.45,29125.241986713154
"2022-01-01T00:42:00.000000Z","FR","MEN",23374,14383,46.34,103565.7683935086
"2022-01-01T00:42:00.000000Z","FR","KIDS",24509,14447,49.75,130151.14547069141
"2022-01-01T00:42:00.000000Z","FR","HOME",23168,10448,67.53,63418.37183399103
"2022-01-01T00:42:00.000000Z","FR","KITCHEN",21878,13738,26.32,23376.354706877086
"2022-01-01T00:42:00.000000Z","FR","BATHROOM",21310,10900,23.67,18503.668576159962
"2022-01-01T00:43:00.000000Z","FR","WOMEN",22651,12143,57.45,113750.2454657608
"2022-01-01T00:43:00.000000Z","FR","MEN",24023,10361,46.34,78723.72340556866
"2022-01-01T00:43:00.000000Z","FR","KIDS",22492,14189,49.75,21408.2779934603
"2022-01-01T00:43:00.000000Z","FR","HOME",22967,12143,67.53,99479.13372966583
"2022-01-01T00:43:00.000000Z","FR","KITCHEN",24446,10097,26.32,57672.0014469817
"2022-01-01T00:43:00.000000Z","FR","BATHROOM",21331,14321,23.67,31494.14629133687
"2022-01-01T00:44:00.000000Z","FR","WOMEN",25865,9719,57.45,63286.480906207704
"2022-01-01T00:44:00.000000Z","FR","MEN",21653,14309,46.34,82577.30706274077
"2022-01-01T00:44:00.000000Z","FR","KIDS",22679,13567,49.75,88653.8849022735
"2022-01-01T00:44:00.000000Z","FR","HOME",22895,14782,67.53,76715.23598491885
"2022-01-01T00:44:00.000000Z","FR","KITCHEN",21707,16132,26.32,8261.13268267051
"2022-01-01T00:44:00.000000Z","FR","BATHROOM",24785,15592,23.67,25819.05686241123
"2022-01-01T00:45:00.000000Z","FR","WOMEN",25723,10280,57.45,86574.2243382506
"2022-01-01T00:45:00.000000Z","FR","MEN",22797,12005,46.34,65995.0959366042
"2022-01-01T00:45:00.000000Z","FR","KIDS",25888,15110,49.75,126324.28415094923
"2022-01-01T00:45:00.000000Z","FR","HOME",25060,14006,67.53,42494.97031214117
"2022-01-01T00:45:00.000000Z","FR","KITCHEN",22300,12074,26.32,84120.21572977398
"2022-01-01T00:45:00.000000Z","FR","BATHROOM",24343,12350,23.67,9799.308955165943
"2022-01-01T00:46:00.000000Z","FR","WOMEN",26564,13535,57.45,87484.19786462704
"2022-01-01T00:46:00.000000Z","FR","MEN",24646,15650,46.34,27311.66248817925
"2022-01-01T00:46:00.000000Z","FR","KIDS",26959,11773,49.75,86280.77197291025
"2022-01-01T00:46:00.000000Z","FR","HOME",24195,16426,67.53,50560.0036301273
"2022-01-01T00:46:00.000000Z","FR","KITCHEN",27071,14663,26.32,35849.14787112604
"2022-01-01T00:46:00.000000Z","FR","BATHROOM",26677,16919,23.67,18422.694965470113
"2022-01-01T00:47:00.000000Z","FR","WOMEN",26899,16775,57.45,45169.1314292254
"2022-01-01T00:47:00.000000Z","FR","MEN",25631,15551,46.34,109435.68010104982
"2022-01-01T00:47:00.000000Z","FR","KIDS",27475,13679,49.75,97143.07314042708
"2022-01-01T00:47:00.000000Z","FR","HOME",26438,14543,67.53,31652.411731901764
"2022-01-01T00:47:00.000000Z","FR","KITCHEN",26092,15839,26.32,87777.55987296054
"2022-01-01T00:47:00.000000Z","FR","BATHROOM",26265,9575,23.67,31749.74056357579
"2022-01-01T00:48:00.000000Z","FR","WOMEN",23872,14552,57.45,69925.26676156728
"2022-01-01T00:48:00.000000Z","FR","MEN",25460,16610,46.34,22888.064511918055
"2022-01-01T00:48:00.000000Z","FR","KIDS",27224,15802,49.75,116828.20766571404
"2022-01-01T00:48:00.000000Z","FR","HOME",26165,14920,67.53,58518.65304778556
"2022-01-01T00:48:00.000000Z","FR","KITCHEN",23578,13450,26.32,9401.689857236948
"2022-01-01T00:48:00.000000Z","FR","BATHROOM",24695,9554,23.67,75156.36572806437
"2022-01-01T00:49:00.000000Z","FR","WOMEN",26279,11099,57.45,65837.13606036954
"2022-01-01T00:49:00.000000Z","FR","MEN",24059,15449,46.34,26274.554940653703
"2022-01-01T00:49:00.000000Z","FR","KIDS",28319,15299,49.75,81489.8019846918
"2022-01-01T00:49:00.000000Z","FR","HOME",26399,14849,67.53,19752.35580770365
"2022-01-01T00:49:00.000000Z","FR","KITCHEN",24479,17249,26.32,41927.40086343416
"2022-01-01T00:49:00.000000Z","FR","BATHROOM",24179,15449,23.67,30889.085414076973
"2022-01-01T00:50:00.000000Z","FR","WOMEN",28396,14917,57.45,168060.43429049873
"2022-01-01T00:50:00.000000Z","FR","MEN",29069,15911,46.34,121663.65896611256
"2022-01-01T00:50:00.000000Z","FR","KIDS",27356,12545,49.75,84489.6720507105
"2022-01-01T00:50:00.000000Z","FR","HOME",28763,10097,67.53,260366.34768496337
"2022-01-01T00:50:00.000000Z","FR","KITCHEN",29253,15452,26.32,35759.0861246183
"2022-01-01T00:50:00.000000Z","FR","BATHROOM",24724,14764,23.67,17383.09308653814
"2022-01-01T00:51:00.000000Z","FR","WOMEN",27081,17315,57.45,81734.50675927734
